college-stub	department-stub	program-stub	department-name	min-credit-hours	max-credit-hours	course-description	course-number	course-name	course-url
humanities	center-language-studies	language-skills-development-vanuatau	Center for Language Studies	4	4	Increasing proficiency in one or more of the following target-language or target-culture skills: speaking, listening, reading, writing, cultural awareness.	FLANG 305R	Language Skills Development: Vanuatau	/humanities/center-language-studies/language-skills-development-vanuatau
humanities	center-language-studies	language-skills-development-vietnamese	Center for Language Studies	4	4	Increasing proficiency in one or more of the following target-language or target-culture skills: speaking, listening, reading, writing, cultural awareness.	FLANG 305R	Language Skills Development: Vietnamese	/humanities/center-language-studies/language-skills-development-vietnamese
humanities	center-language-studies	language-skills-development-waray-waray	Center for Language Studies	4	4	Increasing proficiency in one or more of the following target-language or target-culture skills: speaking, listening, reading, writing, cultural awareness.	FLANG 305R	Language Skills Development: Waray-Waray	/humanities/center-language-studies/language-skills-development-waray-waray
humanities	center-language-studies	language-skills-development-welsh	Center for Language Studies	4	4	Increasing proficiency in one or more of the following target-language or target-culture skills: speaking, listening, reading, writing, cultural awareness.	FLANG 305R	Language Skills Development: Welsh	/humanities/center-language-studies/language-skills-development-welsh
humanities	center-language-studies	language-skills-development-xhosa	Center for Language Studies	4	4	Increasing proficiency in one or more of the following target-language or target-culture skills: speaking, listening, reading, writing, cultural awareness.	FLANG 305R	Language Skills Development: Xhosa	/humanities/center-language-studies/language-skills-development-xhosa
humanities	center-language-studies	advanced-grammar	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar	/humanities/center-language-studies/advanced-grammar
humanities	center-language-studies	advanced-grammar-afrikaans	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Afrikaans	/humanities/center-language-studies/advanced-grammar-afrikaans
humanities	center-language-studies	advanced-grammar-akan	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Akan	/humanities/center-language-studies/advanced-grammar-akan
humanities	center-language-studies	advanced-grammar-albanian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Albanian	/humanities/center-language-studies/advanced-grammar-albanian
humanities	center-language-studies	advanced-grammar-arabic	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Arabic	/humanities/center-language-studies/advanced-grammar-arabic
humanities	center-language-studies	advanced-grammar-armenian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Armenian	/humanities/center-language-studies/advanced-grammar-armenian
humanities	center-language-studies	advanced-grammar-aymara	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Aymara	/humanities/center-language-studies/advanced-grammar-aymara
humanities	center-language-studies	advanced-grammar-basque	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Basque	/humanities/center-language-studies/advanced-grammar-basque
humanities	center-language-studies	advanced-grammar-bicolano	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Bicolano	/humanities/center-language-studies/advanced-grammar-bicolano
humanities	center-language-studies	advanced-grammar-bulgarian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Bulgarian	/humanities/center-language-studies/advanced-grammar-bulgarian
humanities	center-language-studies	advanced-grammar-burmese	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Burmese	/humanities/center-language-studies/advanced-grammar-burmese
humanities	center-language-studies	advanced-grammar-cakchiquel	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Cakchiquel	/humanities/center-language-studies/advanced-grammar-cakchiquel
humanities	center-language-studies	advanced-grammar-cambodian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Cambodian	/humanities/center-language-studies/advanced-grammar-cambodian
humanities	center-language-studies	advanced-grammar-catalan	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Catalan	/humanities/center-language-studies/advanced-grammar-catalan
humanities	center-language-studies	advanced-grammar-cebuano	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Cebuano	/humanities/center-language-studies/advanced-grammar-cebuano
humanities	center-language-studies	advanced-grammar-chinese	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Chinese	/humanities/center-language-studies/advanced-grammar-chinese
humanities	center-language-studies	advanced-grammar-croatian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Croatian	/humanities/center-language-studies/advanced-grammar-croatian
humanities	center-language-studies	advanced-grammar-czech	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Czech	/humanities/center-language-studies/advanced-grammar-czech
humanities	center-language-studies	advanced-grammar-danish	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Danish	/humanities/center-language-studies/advanced-grammar-danish
humanities	center-language-studies	advanced-grammar-dari	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Dari	/humanities/center-language-studies/advanced-grammar-dari
humanities	center-language-studies	advanced-grammar-dutch	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Dutch	/humanities/center-language-studies/advanced-grammar-dutch
humanities	center-language-studies	advanced-grammar-estonian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Estonian	/humanities/center-language-studies/advanced-grammar-estonian
humanities	center-language-studies	advanced-grammar-fijian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Fijian	/humanities/center-language-studies/advanced-grammar-fijian
humanities	center-language-studies	advanced-grammar-finnish	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Finnish	/humanities/center-language-studies/advanced-grammar-finnish
humanities	center-language-studies	advanced-grammar-ga	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Ga	/humanities/center-language-studies/advanced-grammar-ga
humanities	center-language-studies	advanced-grammar-german	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: German	/humanities/center-language-studies/advanced-grammar-german
humanities	center-language-studies	advanced-grammar-guarani	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Guarani	/humanities/center-language-studies/advanced-grammar-guarani
humanities	center-language-studies	advanced-grammar-haitian-creole	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Haitian Creole	/humanities/center-language-studies/advanced-grammar-haitian-creole
humanities	center-language-studies	advanced-grammar-hawaiian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Hawaiian	/humanities/center-language-studies/advanced-grammar-hawaiian
humanities	center-language-studies	advanced-grammar-hebrew	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Hebrew	/humanities/center-language-studies/advanced-grammar-hebrew
humanities	center-language-studies	advanced-grammar-hindi	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Hindi	/humanities/center-language-studies/advanced-grammar-hindi
humanities	center-language-studies	advanced-grammar-hmong	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Hmong	/humanities/center-language-studies/advanced-grammar-hmong
humanities	center-language-studies	advanced-grammar-hungarian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Hungarian	/humanities/center-language-studies/advanced-grammar-hungarian
humanities	center-language-studies	advanced-grammar-icelandic	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Icelandic	/humanities/center-language-studies/advanced-grammar-icelandic
humanities	center-language-studies	advanced-grammar-ilangot	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Ilangot	/humanities/center-language-studies/advanced-grammar-ilangot
humanities	center-language-studies	advanced-grammar-ilocano	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Ilocano	/humanities/center-language-studies/advanced-grammar-ilocano
humanities	center-language-studies	advanced-grammar-ilonggohiligaynon	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Ilonggo/Hiligaynon	/humanities/center-language-studies/advanced-grammar-ilonggohiligaynon
humanities	center-language-studies	advanced-grammar-indonesian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Indonesian	/humanities/center-language-studies/advanced-grammar-indonesian
humanities	center-language-studies	advanced-grammar-japanese	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Japanese	/humanities/center-language-studies/advanced-grammar-japanese
humanities	center-language-studies	advanced-grammar-javanese	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Javanese	/humanities/center-language-studies/advanced-grammar-javanese
humanities	center-language-studies	advanced-grammar-kiche	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: K'iche	/humanities/center-language-studies/advanced-grammar-kiche
humanities	center-language-studies	advanced-grammar-kazakh	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Kazakh	/humanities/center-language-studies/advanced-grammar-kazakh
humanities	center-language-studies	advanced-grammar-laotian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Laotian	/humanities/center-language-studies/advanced-grammar-laotian
humanities	center-language-studies	advanced-grammar-latvian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Latvian	/humanities/center-language-studies/advanced-grammar-latvian
humanities	center-language-studies	advanced-grammar-lithuanian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Lithuanian	/humanities/center-language-studies/advanced-grammar-lithuanian
humanities	center-language-studies	advanced-grammar-malagasy	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Malagasy	/humanities/center-language-studies/advanced-grammar-malagasy
humanities	center-language-studies	advanced-grammar-malay	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Malay	/humanities/center-language-studies/advanced-grammar-malay
humanities	center-language-studies	advanced-grammar-maori	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Maori	/humanities/center-language-studies/advanced-grammar-maori
humanities	center-language-studies	advanced-grammar-marshallese	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Marshallese	/humanities/center-language-studies/advanced-grammar-marshallese
humanities	center-language-studies	advanced-grammar-maya	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Maya	/humanities/center-language-studies/advanced-grammar-maya
humanities	center-language-studies	advanced-grammar-modern-greek	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Modern Greek	/humanities/center-language-studies/advanced-grammar-modern-greek
humanities	center-language-studies	advanced-grammar-mongolian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Mongolian	/humanities/center-language-studies/advanced-grammar-mongolian
humanities	center-language-studies	advanced-grammar-navajo	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Navajo	/humanities/center-language-studies/advanced-grammar-navajo
humanities	center-language-studies	advanced-grammar-niuean	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Niuean	/humanities/center-language-studies/advanced-grammar-niuean
humanities	center-language-studies	advanced-grammar-norwegian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Norwegian	/humanities/center-language-studies/advanced-grammar-norwegian
humanities	center-language-studies	advanced-grammar-pashto	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Pashto	/humanities/center-language-studies/advanced-grammar-pashto
humanities	center-language-studies	advanced-grammar-persian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Persian	/humanities/center-language-studies/advanced-grammar-persian
humanities	center-language-studies	advanced-grammar-polish	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Polish	/humanities/center-language-studies/advanced-grammar-polish
humanities	center-language-studies	advanced-grammar-quechua	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Quechua	/humanities/center-language-studies/advanced-grammar-quechua
humanities	center-language-studies	advanced-grammar-rarotongan	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Rarotongan	/humanities/center-language-studies/advanced-grammar-rarotongan
humanities	center-language-studies	advanced-grammar-romanian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Romanian	/humanities/center-language-studies/advanced-grammar-romanian
humanities	center-language-studies	advanced-grammar-russian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Russian	/humanities/center-language-studies/advanced-grammar-russian
humanities	center-language-studies	advanced-grammar-samoan	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Samoan	/humanities/center-language-studies/advanced-grammar-samoan
humanities	center-language-studies	advanced-grammar-serbian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Serbian	/humanities/center-language-studies/advanced-grammar-serbian
humanities	center-language-studies	advanced-grammar-serbo-croatian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Serbo-Croatian	/humanities/center-language-studies/advanced-grammar-serbo-croatian
humanities	center-language-studies	advanced-grammar-slovenian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Slovenian	/humanities/center-language-studies/advanced-grammar-slovenian
humanities	center-language-studies	advanced-grammar-swahili	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Swahili	/humanities/center-language-studies/advanced-grammar-swahili
humanities	center-language-studies	advanced-grammar-swedish	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Swedish	/humanities/center-language-studies/advanced-grammar-swedish
humanities	center-language-studies	advanced-grammar-tagalog	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Tagalog	/humanities/center-language-studies/advanced-grammar-tagalog
humanities	center-language-studies	advanced-grammar-tahitian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Tahitian	/humanities/center-language-studies/advanced-grammar-tahitian
humanities	center-language-studies	advanced-grammar-taiwanese	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Taiwanese	/humanities/center-language-studies/advanced-grammar-taiwanese
humanities	center-language-studies	advanced-grammar-tamil	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Tamil	/humanities/center-language-studies/advanced-grammar-tamil
humanities	center-language-studies	advanced-grammar-thai	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Thai	/humanities/center-language-studies/advanced-grammar-thai
humanities	center-language-studies	advanced-grammar-tongan	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Tongan	/humanities/center-language-studies/advanced-grammar-tongan
humanities	center-language-studies	advanced-grammar-trukese	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Trukese	/humanities/center-language-studies/advanced-grammar-trukese
humanities	center-language-studies	advanced-grammar-turkish	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Turkish	/humanities/center-language-studies/advanced-grammar-turkish
humanities	center-language-studies	advanced-grammar-twi	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Twi	/humanities/center-language-studies/advanced-grammar-twi
humanities	center-language-studies	advanced-grammar-ukrainian	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Ukrainian	/humanities/center-language-studies/advanced-grammar-ukrainian
humanities	center-language-studies	advanced-grammar-urdu	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Urdu	/humanities/center-language-studies/advanced-grammar-urdu
humanities	center-language-studies	advanced-grammar-vanuatau	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Vanuatau	/humanities/center-language-studies/advanced-grammar-vanuatau
humanities	center-language-studies	advanced-grammar-vietnamese	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Vietnamese	/humanities/center-language-studies/advanced-grammar-vietnamese
humanities	center-language-studies	advanced-grammar-waray-waray	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Waray-Waray	/humanities/center-language-studies/advanced-grammar-waray-waray
humanities	center-language-studies	advanced-grammar-welsh	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Welsh	/humanities/center-language-studies/advanced-grammar-welsh
humanities	center-language-studies	advanced-grammar-xhosa	Center for Language Studies	3	3	Systematic review of grammar and syntax of target language.	FLANG 321R	Advanced Grammar: Xhosa	/humanities/center-language-studies/advanced-grammar-xhosa
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-afrikaans	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Afrikaans	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-afrikaans
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-akan	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Akan	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-akan
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-albanian	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Albanian	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-albanian
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-arabic	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Arabic	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-arabic
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-armenian	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Armenian	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-armenian
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-aymara	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Aymara	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-aymara
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-basque	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Basque	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-basque
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-bicolano	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Bicolano	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-bicolano
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-burmese	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Burmese	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-burmese
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-cakchiquel	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Cakchiquel	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-cakchiquel
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-cambodian	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Cambodian	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-cambodian
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-catalan	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Catalan	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-catalan
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-cebuano	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Cebuano	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-cebuano
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-chinese	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Chinese	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-chinese
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-croatian	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Croatian	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-croatian
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-danish	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Danish	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-danish
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-dari	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Dari	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-dari
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-dutch	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Dutch	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-dutch
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-estonian	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Estonian	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-estonian
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-fijian	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Fijian	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-fijian
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-finnish	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Finnish	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-finnish
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-french	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: French	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-french
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-ga	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Ga	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-ga
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-georgian	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Georgian	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-georgian
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-guarani	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Guarani	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-guarani
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-haitian	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Haitian Creole	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-haitian
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-hawaiian	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Hawaiian	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-hawaiian
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-hebrew	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Hebrew	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-hebrew
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-hindi	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Hindi	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-hindi
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-hmong	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Hmong	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-hmong
