college-stub	department-stub	faculty-stub	faculty-name	faculty-rank	department-name	faculty-url	faculty-degree	faculty-school	faculty-degree-year	faculty-discipline
engineering-and-technology	mechanical-engineering	matthew-r-jones	Matthew R Jones	Associate Professor	Mechanical Engineering	/engineering-and-technology/mechanical-engineering/matthew-r-jones				
fine-arts-and-communications	theatre-and-media-arts	megan-sanborn-jones	Megan Sanborn Jones	Associate Professor	Theatre and Media Arts	/fine-arts-and-communications/theatre-and-media-arts/megan-sanborn-jones				
physical-and-mathematical-sciences	computer-science	michael-d-jones	Michael D Jones	Associate Professor	Computer Science	/physical-and-mathematical-sciences/computer-science/michael-d-jones				
engineering-and-technology	civil-and-environmental-engineering	norman-l-jones	Norman L Jones	Professor	Civil and Environmental Engineering	/engineering-and-technology/civil-and-environmental-engineering/norman-l-jones				
fine-arts-and-communications	school-of-music	stephen-morrill-jones	Stephen Morrill Jones	Professor	School of Music	/fine-arts-and-communications/school-of-music/stephen-morrill-jones				
physical-and-mathematical-sciences	mathematics-education	steven-r-jones	Steven R Jones	Assistant Professor	Mathematics Education	/physical-and-mathematical-sciences/mathematics-education/steven-r-jones				
humanities	german-and-russian	yekaterina-victorovna-jordan	Yekaterina Victorovna Jordan	Assistant Professor	German and Russian	/humanities/german-and-russian/yekaterina-victorovna-jordan				
life-sciences	physiology-and-developmental-biology	allan-m-judd	Allan M Judd	Professor	Physiology and Developmental Biology	/life-sciences/physiology-and-developmental-biology/allan-m-judd				
religious-education	ancient-scripture	daniel-k-judd	Daniel K Judd	Professor	Ancient Scripture	/religious-education/ancient-scripture/daniel-k-judd				
religious-education	ancient-scripture	frank-f-judd	Frank F Judd	Associate Professor	Ancient Scripture	/religious-education/ancient-scripture/frank-f-judd				
non-college-and-other-units	counseling-and-career-center	david-allen-kaiser	David Allen Kaiser	Clinical Professor	Counseling and Career Center	/non-college-and-other-units/counseling-and-career-center/david-allen-kaiser				
family-home-and-social-sciences	political-science	christopher-f-karpowitz	Christopher F Karpowitz	Associate Professor	Political Science	/family-home-and-social-sciences/political-science/christopher-f-karpowitz				
fine-arts-and-communications	school-of-music	kory-lynn-katseanes	Kory Lynn Katseanes	Professor	School of Music	/fine-arts-and-communications/school-of-music/kory-lynn-katseanes				
life-sciences	biology	john-sai-keong-kauwe	John Sai Keong Kauwe	Associate Professor	Biology	/life-sciences/biology/john-sai-keong-kauwe				
fine-arts-and-communications	dance	brent-douglas-keck	Brent Douglas Keck	Assistant Professor	Dance	/fine-arts-and-communications/dance/brent-douglas-keck				
physical-and-mathematical-sciences	geological-sciences	jeffrey-davis-keith	Jeffrey Davis Keith	Professor	Geological Sciences	/physical-and-mathematical-sciences/geological-sciences/jeffrey-davis-keith				
management	information-systems	mark-j-keith	Mark J Keith	Assistant Professor	Information Systems	/management/information-systems/mark-j-keith				
education	counseling-psychology-and-special-education	ryan-o-kellems	Ryan O Kellems	Assistant Professor	Counseling Psychology and Special Education	/education/counseling-psychology-and-special-education/ryan-o-kellems				
humanities	german-and-russian	hans-wilhelm-kelling	Hans Wilhelm Kelling	Professor	German and Russian	/humanities/german-and-russian/hans-wilhelm-kelling				
fine-arts-and-communications	school-of-communications	lincoln-kevin-kelly	Lincoln Kevin Kelly	Associate Teaching Professor	School of Communications	/fine-arts-and-communications/school-of-communications/lincoln-kevin-kelly				
humanities	german-and-russian	michael-ray-kelly	Michael Ray Kelly	Associate Professor	German and Russian	/humanities/german-and-russian/michael-ray-kelly				
life-sciences	nutrition-dietetics-and-food-science	jason-donald-kenealey	Jason Donald Kenealey	Assistant Professor	Nutrition Dietetics and Food Science	/life-sciences/nutrition-dietetics-and-food-science/jason-donald-kenealey				
humanities	english	jason-kerr	Jason A Kerr	Assistant Professor	English	/humanities/english/jason-kerr				
family-home-and-social-sciences	history	paul-e-kerry	Paul E Kerry	Associate Professor	History	/family-home-and-social-sciences/history/paul-e-kerry				
fine-arts-and-communications	school-of-music	michelle-la-ree-kesler	Michelle La Ree Kesler	Assistant Professor	School of Music	/fine-arts-and-communications/school-of-music/michelle-la-ree-kesler				
family-home-and-social-sciences	history	alisa-camille-kesler-lund	Alisa Camille Kesler Lund	Assistant Professor	History	/family-home-and-social-sciences/history/alisa-camille-kesler-lund				
engineering-and-technology	mechanical-engineering	marc-d-killpack	Marc D Killpack	Assistant Professor	Mechanical Engineering	/engineering-and-technology/mechanical-engineering/marc-d-killpack				
family-home-and-social-sciences	history	richard-ian-kimball	Richard Ian Kimball	Associate Professor	History	/family-home-and-social-sciences/history/richard-ian-kimball				
fine-arts-and-communications	school-of-music	wilford-w-kimball	Wilford W Kimball	Professor	School of Music	/fine-arts-and-communications/school-of-music/wilford-w-kimball				
education	instructional-psychology-and-technology	royce-matthew-kimmons	Royce Matthew Kimmons	Assistant Professor	Instructional Psychology and Technology	/education/instructional-psychology-and-technology/royce-matthew-kimmons				
family-home-and-social-sciences	psychology	christopher-b-kirwan	Christopher B Kirwan	Assistant Professor	Psychology	/family-home-and-social-sciences/psychology/christopher-b-kirwan				
humanities	french-and-italian	ilona-klein	Ilona Klein	Associate Professor	French and Italian	/humanities/french-and-italian/ilona-klein				
non-college-and-other-units	counseling-and-career-center	jared-s-klundt	Jared S Klundt	Assistant Clinical Professor	Counseling and Career Center	/non-college-and-other-units/counseling-and-career-center/jared-s-klundt				
humanities	spanish-and-portuguese	nieves-perez-knapp	Nieves Perez Knapp	Associate Teaching Professor	Spanish and Portuguese	/humanities/spanish-and-portuguese/nieves-perez-knapp				
family-home-and-social-sciences	sociology	stanley-jay-knapp	Stanley Jay Knapp	Associate Professor	Sociology	/family-home-and-social-sciences/sociology/stanley-jay-knapp				
non-college-and-other-units	counseling-and-career-center	andrea-knestel	Andrea Knestel	Assistant Clinical Professor	Counseling and Career Center	/non-college-and-other-units/counseling-and-career-center/andrea-knestel				
engineering-and-technology	chemical-engineering	thomas-allen-knotts	Thomas Allen Knotts	Associate Professor	Chemical Engineering	/engineering-and-technology/chemical-engineering/thomas-allen-knotts				
life-sciences	biology	roger-t-koide	Roger T Koide	Professor	Biology	/life-sciences/biology/roger-t-koide				
life-sciences	physiology-and-developmental-biology	david-lee-kooyman	David Lee Kooyman	Professor	Physiology and Developmental Biology	/life-sciences/physiology-and-developmental-biology/david-lee-kooyman				
religious-education	church-history-and-doctrine	byran-baird-korth	Byran Baird Korth	Associate Professor	Church History and Doctrine	/religious-education/church-history-and-doctrine/byran-baird-korth				
physical-and-mathematical-sciences	geological-sciences	bart-j-kowallis	Bart J Kowallis	Professor	Geological Sciences	/physical-and-mathematical-sciences/geological-sciences/bart-j-kowallis				
fine-arts-and-communications	theatre-and-media-arts	michael-s-kraczek	Michael S Kraczek	Assistant Professor	Theatre and Media Arts	/fine-arts-and-communications/theatre-and-media-arts/michael-s-kraczek				
humanities	comparative-arts-and-letters	nathaniel-todd-kramer	Nathaniel Todd Kramer	Associate Professor	Comparative Arts and Letters	/humanities/comparative-arts-and-letters/nathaniel-todd-kramer				
humanities	spanish-and-portuguese	james-remington-krause	James Remington Krause	Assistant Professor	Spanish and Portuguese	/humanities/spanish-and-portuguese/james-remington-krause				
management	organizational-leadership-and-strategy	david-g-kryscynski	David G Kryscynski	Assistant Professor	Organizational Leadership and Strategy	/management/organizational-leadership-and-strategy/david-g-kryscynski				
fine-arts-and-communications	design	justin-b-kunz	Justin B Kunz	Assistant Professor	Design	/fine-arts-and-communications/design/justin-b-kunz				
physical-and-mathematical-sciences	mathematics	kenneth-l-kuttler	Kenneth L Kuttler	Professor	Mathematics	/physical-and-mathematical-sciences/mathematics/kenneth-l-kuttler				
family-home-and-social-sciences	economics	val-e-lambson	Val E Lambson	Professor	Economics	/family-home-and-social-sciences/economics/val-e-lambson				
humanities	spanish-and-portuguese	david-phillip-laraway	David Phillip Laraway	Associate Professor	Spanish and Portuguese	/humanities/spanish-and-portuguese/david-phillip-laraway				
religious-education	ancient-scripture	dennis-lee-largey	Dennis Lee Largey	Professor	Ancient Scripture	/religious-education/ancient-scripture/dennis-lee-largey				
humanities	english	lance-eric-larsen	Lance Eric Larsen	Professor	English	/humanities/english/lance-eric-larsen				
life-sciences	plant-and-wildlife-sciences	randy-t-larsen	Randy T Larsen	Associate Professor	Plant and Wildlife Sciences	/life-sciences/plant-and-wildlife-sciences/randy-t-larsen				
education	instructional-psychology-and-technology	ross-allen-andrew-larsen	Ross Allen Andrew Larsen	Assistant Professor	Instructional Psychology and Technology	/education/instructional-psychology-and-technology/ross-allen-andrew-larsen				
fine-arts-and-communications	theatre-and-media-arts	darl-e-larsen	Darl E Larsen	Professor	Theatre and Media Arts	/fine-arts-and-communications/theatre-and-media-arts/darl-e-larsen				
family-home-and-social-sciences	history	kirk-wayne-larsen	Kirk Wayne Larsen	Associate Professor	History	/family-home-and-social-sciences/history/kirk-wayne-larsen				
humanities	spanish-and-portuguese	erik-matthew-larson	Erik Matthew Larson	Assistant Professor	Spanish and Portuguese	/humanities/spanish-and-portuguese/erik-matthew-larson				
management	marketing-and-global-supply-chain	jeffrey-s-larson	Jeffrey S Larson	Assistant Professor	Marketing and Global Supply Chain	/management/marketing-and-global-supply-chain/jeffrey-s-larson				
family-home-and-social-sciences	school-of-family-life	jeffry-hale-larson	Jeffry Hale Larson	Professor	School of Family Life	/family-home-and-social-sciences/school-of-family-life/jeffry-hale-larson				
management	school-of-accountancy	melissa-paul-larson	Melissa Paul Larson	Assistant Professor	School of Accountancy	/management/school-of-accountancy/melissa-paul-larson				
family-home-and-social-sciences	psychology	michael-j-larson	Michael J Larson	Associate Professor	Psychology	/family-home-and-social-sciences/psychology/michael-j-larson				
nursing	nursing-program	jane-h-lassetter	Jane H Lassetter	Associate Professor	Nursing Program	/nursing/nursing-program/jane-h-lassetter				
humanities	english	michael-lavers	Michael Lavers	Assistant Professor	English	/humanities/english/michael-lavers				
physical-and-mathematical-sciences	mathematics	gary-r-lawlor	Gary R Lawlor	Associate Professor	Mathematics	/physical-and-mathematical-sciences/mathematics/gary-r-lawlor				
humanities	english	alma-keith-lawrence	Alma Keith Lawrence	Associate Professor	English	/humanities/english/alma-keith-lawrence				
humanities	comparative-arts-and-letters	francesca-sborgi-lawson	Francesca Sborgi Lawson	Associate Professor	Comparative Arts and Letters	/humanities/comparative-arts-and-letters/francesca-sborgi-lawson				
physical-and-mathematical-sciences	statistics	john-s-lawson	John S Lawson	Professor	Statistics	/physical-and-mathematical-sciences/statistics/john-s-lawson				
physical-and-mathematical-sciences	mathematics-education	keith-rigby-leatham	Keith Rigby Leatham	Associate Professor	Mathematics Education	/physical-and-mathematical-sciences/mathematics-education/keith-rigby-leatham				
non-college-and-other-units	counseling-and-career-center	lisa-michelle-leavitt	Lisa Michelle Leavitt	Associate Clinical Professor	Counseling and Career Center	/non-college-and-other-units/counseling-and-career-center/lisa-michelle-leavitt				
education	teacher-education	teresa-anne-leavitt	Teresa Anne Leavitt	Associate Teaching Professor	Teacher Education	/education/teacher-education/teresa-anne-leavitt				
management	organizational-leadership-and-strategy	curtis-d-lebaron	Curtis D LeBaron	Associate Professor	Organizational Leadership and Strategy	/management/organizational-leadership-and-strategy/curtis-d-lebaron				
humanities	french-and-italian	yvon-roger-lebras	Yvon Roger LeBras	Professor	French and Italian	/humanities/french-and-italian/yvon-roger-lebras				
life-sciences	exercise-sciences	james-derek-lecheminant	James Derek LeCheminant	Associate Professor	Exercise Sciences	/life-sciences/exercise-sciences/james-derek-lecheminant				
family-home-and-social-sciences	school-of-family-life	chienti-lee	Chienti Lee	Assistant Professor	School of Family Life	/family-home-and-social-sciences/school-of-family-life/chienti-lee				
engineering-and-technology	electrical-and-computer-engineering	dah-jye-lee	Dah Jye Lee	Professor	Electrical and Computer Engineering	/engineering-and-technology/electrical-and-computer-engineering/dah-jye-lee				
humanities	french-and-italian	daryl-patrick-lee	Daryl Patrick Lee	Associate Professor	French and Italian	/humanities/french-and-italian/daryl-patrick-lee				
family-home-and-social-sciences	economics	lars-john-lefgren	Lars John Lefgren	Professor	Economics	/family-home-and-social-sciences/economics/lars-john-lefgren				
physical-and-mathematical-sciences	physics-and-astronomy	timothy-ward-leishman	Timothy Ward Leishman	Associate Professor	Physics and Astronomy	/physical-and-mathematical-sciences/physics-and-astronomy/timothy-ward-leishman				
humanities	english	peter-daniel-leman	Peter Daniel Leman	Assistant Professor	English	/humanities/english/peter-daniel-leman				
management	organizational-leadership-and-strategy	ben-william-lewis	Ben William Lewis	Assistant Professor	Organizational Leadership and Strategy	/management/organizational-leadership-and-strategy/ben-william-lewis				
engineering-and-technology	chemical-engineering	randy-s-lewis	Randy S Lewis	Professor	Chemical Engineering	/engineering-and-technology/chemical-engineering/randy-s-lewis				
physical-and-mathematical-sciences	mathematics	xianjin-li	Xianjin Li	Professor	Mathematics	/physical-and-mathematical-sciences/mathematics/xianjin-li				
management	information-systems	stephen-wallace-liddle	Stephen Wallace Liddle	Professor	Information Systems	/management/information-systems/stephen-wallace-liddle				
engineering-and-technology	chemical-engineering	david-o-lignell	David O Lignell	Assistant Professor	Chemical Engineering	/engineering-and-technology/chemical-engineering/david-o-lignell				
fine-arts-and-communications	school-of-music	stephen-david-lindeman	Stephen David Lindeman	Professor	School of Music	/fine-arts-and-communications/school-of-music/stephen-david-lindeman				
life-sciences	health-science	gordon-bangerter-lindsay	Gordon Bangerter Lindsay	Professor	Health Science	/life-sciences/health-science/gordon-bangerter-lindsay				
physical-and-mathematical-sciences	chemistry-and-biochemistry	matthew-richard-linford	Matthew Richard Linford	Professor	Chemistry and Biochemistry	/physical-and-mathematical-sciences/chemistry-and-biochemistry/matthew-richard-linford				
humanities	asian-and-near-eastern-languages	yu-liu	Yu Liu	Assistant Professor	Asian and Near Eastern Languages	/humanities/asian-and-near-eastern-languages/yu-liu				
fine-arts-and-communications	theatre-and-media-arts	lindsay-adamson-livingston	Lindsay Adamson Livingston	Assistant Professor	Theatre and Media Arts	/fine-arts-and-communications/theatre-and-media-arts/lindsay-adamson-livingston				
fine-arts-and-communications	school-of-music	gayle-groo-lockwood	Gayle Groo Lockwood	Teaching Professor	School of Music	/fine-arts-and-communications/school-of-music/gayle-groo-lockwood				
engineering-and-technology	electrical-and-computer-engineering	david-g-long	David G Long	Professor	Electrical and Computer Engineering	/engineering-and-technology/electrical-and-computer-engineering/david-g-long				
humanities	linguistics-and-english-language	deryle-w-lonsdale	Deryle W Lonsdale	Associate Professor	Linguistics and English Language	/humanities/linguistics-and-english-language/deryle-w-lonsdale				
fine-arts-and-communications	theatre-and-media-arts	kelly-t-loosli	Kelly T Loosli	Teaching Professor	Theatre and Media Arts	/fine-arts-and-communications/theatre-and-media-arts/kelly-t-loosli				
humanities	spanish-and-portuguese	samuel-lopez-alcala	Samuel Lopez Alcala	Assistant Professor	Spanish and Portuguese	/humanities/spanish-and-portuguese/samuel-lopez-alcala				
education	teacher-education	janet-l-losser	Janet L Losser	Associate Teaching Professor	Teacher Education	/education/teacher-education/janet-l-losser				
fine-arts-and-communications	school-of-music	laurence-m-lowe	Laurence M Lowe	Professor	School of Music	/fine-arts-and-communications/school-of-music/laurence-m-lowe				
physical-and-mathematical-sciences	mathematics	kening-lu	Kening Lu	Professor	Mathematics	/physical-and-mathematical-sciences/mathematics/kening-lu				
religious-education	ancient-scripture	jared-w-ludlow	Jared W Ludlow	Associate Professor	Ancient Scripture	/religious-education/ancient-scripture/jared-w-ludlow				
family-home-and-social-sciences	psychology	steven-garet-luke	Steven Garet Luke	Assistant Professor	Psychology	/family-home-and-social-sciences/psychology/steven-garet-luke				
humanities	german-and-russian	grant-h-lundberg	Grant H Lundberg	Professor	German and Russian	/humanities/german-and-russian/grant-h-lundberg				
nursing	nursing-program	karen-miller-lundberg	Karen Miller Lundberg	Associate Teaching Professor	Nursing Program	/nursing/nursing-program/karen-miller-lundberg				
management	recreation-management	neil-r-lundberg	Neil R Lundberg	Associate Professor	Recreation Management	/management/recreation-management/neil-r-lundberg				
family-home-and-social-sciences	psychology	rebecca-allred-lundwall	Rebecca Allred Lundwall	Assistant Professor	Psychology	/family-home-and-social-sciences/psychology/rebecca-allred-lundwall				
nursing	nursing-program	karlen-e-luthy	Karlen E Luthy	Associate Professor	Nursing Program	/nursing/nursing-program/karlen-e-luthy				
nursing	nursing-program	bret-r-lyman	Bret R Lyman	Assistant Professor	Nursing Program	/nursing/nursing-program/bret-r-lyman				
fine-arts-and-communications	art	christopher-croft-lynn	Christopher Croft Lynn	Associate Professor	Art	/fine-arts-and-communications/art/christopher-croft-lynn				
nursing	nursing-program	linda-jordan-mabey	Linda Jordan Mabey	Assistant Teaching Professor	Nursing Program	/nursing/nursing-program/linda-jordan-mabey				
physical-and-mathematical-sciences	chemistry-and-biochemistry	jeffrey-harris-macedone	Jeffrey Harris Macedone	Associate Teaching Professor	Chemistry and Biochemistry	/physical-and-mathematical-sciences/chemistry-and-biochemistry/jeffrey-harris-macedone				
humanities	comparative-arts-and-letters	roger-t-macfarlane	Roger T Macfarlane	Associate Professor	Comparative Arts and Letters	/humanities/comparative-arts-and-letters/roger-t-macfarlane				
nursing	nursing-program	janelle-lanae-bassett-macintosh	Janelle LaNae Bassett Macintosh	Assistant Professor	Nursing Program	/nursing/nursing-program/janelle-lanae-bassett-macintosh				
life-sciences	exercise-sciences	gary-w-mack	Gary W Mack	Professor	Exercise Sciences	/life-sciences/exercise-sciences/gary-w-mack				
education	teacher-education	kathryn-l-mackay	Kathryn L MacKay	Assistant Professor	Teacher Education	/education/teacher-education/kathryn-l-mackay				
religious-education	church-history-and-doctrine	michael-hubbard-mackay	Michael Hubbard MacKay	Assistant Professor	Church History and Doctrine	/religious-education/church-history-and-doctrine/michael-hubbard-mackay				
humanities	english	patrick-charles-madden	Patrick Charles Madden	Associate Professor	English	/humanities/english/patrick-charles-madden				
life-sciences	plant-and-wildlife-sciences	matthew-d-madsen	Matthew D Madsen	Assistant Professor	Plant and Wildlife Sciences	/life-sciences/plant-and-wildlife-sciences/matthew-d-madsen				
family-home-and-social-sciences	history	grant-c-madsen	Grant C Madsen	Assistant Professor	History	/family-home-and-social-sciences/history/grant-c-madsen				
management	organizational-leadership-and-strategy	peter-micah-madsen	Peter Micah Madsen	Associate Professor	Organizational Leadership and Strategy	/management/organizational-leadership-and-strategy/peter-micah-madsen				
family-home-and-social-sciences	political-science	david-blyth-magleby	David Blyth Magleby	Professor	Political Science	/family-home-and-social-sciences/political-science/david-blyth-magleby				
engineering-and-technology	mechanical-engineering	spencer-p-magleby	Spencer P Magleby	Professor	Mechanical Engineering	/engineering-and-technology/mechanical-engineering/spencer-p-magleby				
life-sciences	health-science	brianna-michele-magnusson	Brianna Michele Magnusson	Assistant Professor	Health Science	/life-sciences/health-science/brianna-michele-magnusson				
humanities	linguistics-and-english-language	alan-dee-manning	Alan Dee Manning	Professor	Linguistics and English Language	/humanities/linguistics-and-english-language/alan-dee-manning				
religious-education	church-history-and-doctrine	craig-kent-manscill	Craig Kent Manscill	Associate Professor	Church History and Doctrine	/religious-education/church-history-and-doctrine/craig-kent-manscill				
non-college-and-other-units	ballard-center-economic-self-reliance	todd-m-manwaring	Todd M Manwaring	Assistant Teaching Professor	Ballard Center for Economic Self-Reliance	/non-college-and-other-units/ballard-center-economic-self-reliance/todd-m-manwaring				
family-home-and-social-sciences	school-of-social-work	kevin-m-marett	Kevin M Marett	Teaching Professor	School of Social Work	/family-home-and-social-sciences/school-of-social-work/kevin-m-marett				
family-home-and-social-sciences	school-of-family-life	loren-dean-marks	Loren Dean Marks	Professor	School of Family Life	/family-home-and-social-sciences/school-of-family-life/loren-dean-marks				
physical-and-mathematical-sciences	computer-science	tony-r-martinez	Tony R Martinez	Professor	Computer Science	/physical-and-mathematical-sciences/computer-science/tony-r-martinez				
humanities	spanish-and-portuguese	rob-alan-martinsen	Rob Alan Martinsen	Associate Professor	Spanish and Portuguese	/humanities/spanish-and-portuguese/rob-alan-martinsen				
family-home-and-social-sciences	history	matthew-e-mason	Matthew E Mason	Associate Professor	History	/family-home-and-social-sciences/history/matthew-e-mason				
humanities	english	nicholas-mason	Nicholas A Mason	Professor	English	/humanities/english/nicholas-mason				
management	marketing-and-global-supply-chain	tamara-mitchell-masters	Tamara Mitchell Masters	Assistant Professor	Marketing and Global Supply Chain	/management/marketing-and-global-supply-chain/tamara-mitchell-masters				
humanities	english	kristin-l-matthews	Kristin L Matthews	Associate Professor	English	/humanities/english/kristin-l-matthews				
engineering-and-technology	mechanical-engineering	christopher-andrew-mattson	Christopher Andrew Mattson	Associate Professor	Mechanical Engineering	/engineering-and-technology/mechanical-engineering/christopher-andrew-mattson				
life-sciences	plant-and-wildlife-sciences	peter-j-maughan	Peter J Maughan	Professor	Plant and Wildlife Sciences	/life-sciences/plant-and-wildlife-sciences/peter-j-maughan				
fine-arts-and-communications	school-of-music	brittany-michelle-may	Brittany Michelle May	Assistant Professor	School of Music	/fine-arts-and-communications/school-of-music/brittany-michelle-may				
education	educational-leadership-and-foundations	clifford-thomas-mayes	Clifford Thomas Mayes	Professor	Educational Leadership and Foundations	/education/educational-leadership-and-foundations/clifford-thomas-mayes				
engineering-and-technology	mechanical-engineering	daniel-maynes	Daniel Maynes	Professor	Mechanical Engineering	/engineering-and-technology/mechanical-engineering/daniel-maynes				
engineering-and-technology	electrical-and-computer-engineering	brian-mazzeo	Brian A Mazzeo	Associate Professor	Electrical and Computer Engineering	/engineering-and-technology/electrical-and-computer-engineering/brian-mazzeo				
physical-and-mathematical-sciences	geological-sciences	john-henry-mcbride	John Henry McBride	Professor	Geological Sciences	/physical-and-mathematical-sciences/geological-sciences/john-henry-mcbride				
life-sciences	microbiology-and-molecular-biology	william-russell-mccleary	William Russell McCleary	Associate Professor	Microbiology and Molecular Biology	/life-sciences/microbiology-and-molecular-biology/william-russell-mccleary				
humanities	german-and-russian	robert-b-mcfarland	Robert B McFarland	Associate Professor	German and Russian	/humanities/german-and-russian/robert-b-mcfarland				
humanities	english	brett-chan-mcinelly	Brett Chan McInelly	Associate Professor	English	/humanities/english/brett-chan-mcinelly				
fine-arts-and-communications	school-of-music	fred-kevin-mcinnis	Fred Kevin McInnis	Associate Teaching Professor	School of Music	/fine-arts-and-communications/school-of-music/fred-kevin-mcinnis				
physical-and-mathematical-sciences	mathematics	steven-m-mckay	Steven M McKay	Associate Teaching Professor	Mathematics	/physical-and-mathematical-sciences/mathematics/steven-m-mckay				
engineering-and-technology	school-of-technology	eric-kent-mckell	Eric Kent McKell	Associate Teaching Professor	School of Technology	/engineering-and-technology/school-of-technology/eric-kent-mckell				
engineering-and-technology	mechanical-engineering	timothy-wayne-mclain	Timothy Wayne McLain	Professor	Mechanical Engineering	/engineering-and-technology/mechanical-engineering/timothy-wayne-mclain				
life-sciences	plant-and-wildlife-sciences	brock-r-mcmillan	Brock R McMillan	Professor	Plant and Wildlife Sciences	/life-sciences/plant-and-wildlife-sciences/brock-r-mcmillan				
family-home-and-social-sciences	economics	joseph-charles-mcmurray	Joseph Charles McMurray	Assistant Professor	Economics	/family-home-and-social-sciences/economics/joseph-charles-mcmurray				
education	communication-disorders	david-l-mcpherson	David L McPherson	Professor	Communication Disorders	/education/communication-disorders/david-l-mcpherson				
management	finance	grant-r-mcqueen	Grant R McQueen	Professor	Finance	/management/finance/grant-r-mcqueen				
family-home-and-social-sciences	political-science	robert-quinn-mecham	Robert Quinn Mecham	Assistant Professor	Political Science	/family-home-and-social-sciences/political-science/robert-quinn-mecham				
engineering-and-technology	chemical-engineering	matthew-j-memmott	Matthew J Memmott	Assistant Professor	Chemical Engineering	/engineering-and-technology/chemical-engineering/matthew-j-memmott				
physical-and-mathematical-sciences	computer-science	eric-g-mercer	Eric G Mercer	Associate Professor	Computer Science	/physical-and-mathematical-sciences/computer-science/eric-g-mercer				
physical-and-mathematical-sciences	physics-and-astronomy	duane-b-merrell	Duane B Merrell	Associate Teaching Professor	Physics and Astronomy	/physical-and-mathematical-sciences/physics-and-astronomy/duane-b-merrell				
management	finance	craig-bruce-merrill	Craig Bruce Merrill	Professor	Finance	/management/finance/craig-bruce-merrill				
life-sciences	health-science	ray-m-merrill	Ray M Merrill	Professor	Health Science	/life-sciences/health-science/ray-m-merrill				
fine-arts-and-communications	school-of-music	aaron-c-merrill	Aaron C Merrill	Assistant Teaching Professor	School of Music	/fine-arts-and-communications/school-of-music/aaron-c-merrill				
religious-education	ancient-scripture	byron-robert-merrill	Byron Robert Merrill	Teaching Professor	Ancient Scripture	/religious-education/ancient-scripture/byron-robert-merrill				
management	information-systems	rayman-david-meservy	Rayman David Meservy	Associate Professor	Information Systems	/management/information-systems/rayman-david-meservy				
management	information-systems	thomas-o-meservy	Thomas O Meservy	Assistant Professor	Information Systems	/management/information-systems/thomas-o-meservy				
physical-and-mathematical-sciences	chemistry-and-biochemistry	david-john-michaelis	David John Michaelis	Assistant Professor	Chemistry and Biochemistry	/physical-and-mathematical-sciences/chemistry-and-biochemistry/david-john-michaelis				
nursing	nursing-program	leslie-willden-miles	Leslie Willden Miles	Assistant Teaching Professor	Nursing Program	/nursing/nursing-program/leslie-willden-miles				
engineering-and-technology	school-of-technology	michael-paul-miles	Michael Paul Miles	Professor	School of Technology	/engineering-and-technology/school-of-technology/michael-paul-miles				
engineering-and-technology	civil-and-environmental-engineering	woodruff-miller	A Woodruff Miller	Professor	Civil and Environmental Engineering	/engineering-and-technology/civil-and-environmental-engineering/woodruff-miller				
management	public-management	aaron-michael-miller	Aaron Michael Miller	Assistant Professor	Public Management	/management/public-management/aaron-michael-miller				
humanities	asian-and-near-eastern-languages	john-scott-miller	John Scott Miller	Professor	Asian and Near Eastern Languages	/humanities/asian-and-near-eastern-languages/john-scott-miller				
family-home-and-social-sciences	psychology	harold-l-miller	Harold L Miller	Professor	Psychology	/family-home-and-social-sciences/psychology/harold-l-miller				
engineering-and-technology	school-of-technology	kevin-r-miller	Kevin R Miller	Associate Professor	School of Technology	/engineering-and-technology/school-of-technology/kevin-r-miller				
family-home-and-social-sciences	school-of-family-life	richard-b-miller	Richard B Miller	Professor	School of Family Life	/family-home-and-social-sciences/school-of-family-life/richard-b-miller				
family-home-and-social-sciences	history	shawn-william-miller	Shawn William Miller	Associate Professor	History	/family-home-and-social-sciences/history/shawn-william-miller				
nursing	nursing-program	debra-ann-mills	Debra Ann Mills	Associate Teaching Professor	Nursing Program	/nursing/nursing-program/debra-ann-mills				
non-college-and-other-units	university	amy-baird-miner	Amy Baird Miner	Research Associate	University	/non-college-and-other-units/university/amy-baird-miner				
religious-education	church-history-and-doctrine	roger-minert	Roger Minert	Professor	Church History and Doctrine	/religious-education/church-history-and-doctrine/roger-minert				
life-sciences	exercise-sciences	ulrike-hildegard-mitchell	Ulrike Hildegard Mitchell	Associate Professor	Exercise Sciences	/life-sciences/exercise-sciences/ulrike-hildegard-mitchell				
management	finance	todd-victor-mitton	Todd Victor Mitton	Professor	Finance	/management/finance/todd-victor-mitton				
management	marketing-and-global-supply-chain	richard-bruce-money	Richard Bruce Money	Professor	Marketing and Global Supply Chain	/management/marketing-and-global-supply-chain/richard-bruce-money				
family-home-and-social-sciences	geography	clark-s-monson	Clark S Monson	Assistant Professor	Geography	/family-home-and-social-sciences/geography/clark-s-monson				
family-home-and-social-sciences	political-science	joseph-q-monson	Joseph Q Monson	Associate Professor	Political Science	/family-home-and-social-sciences/political-science/joseph-q-monson				
fine-arts-and-communications	dance	anna-kathleen-monson	Anna Kathleen Monson	Assistant Professor	Dance	/fine-arts-and-communications/dance/anna-kathleen-monson				
humanities	spanish-and-portuguese	cherice-michelle-montgomery	Cherice Michelle Montgomery	Assistant Professor	Spanish and Portuguese	/humanities/spanish-and-portuguese/cherice-michelle-montgomery				
