college-stub	department-stub	program-stub	department-name	course-credit-hours	course-description	course-number	course-name	course-url
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'1-4		LAW 687 R	Special Topics in Law.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2-3	Introduces students to both the governing institutions of the EU and the structure of the EU legal system. Examines the content and effects of those parts of EU law that are most important to making the EU function as a single community.	LAW 688	European Union Law	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	Examines the role of practice systems in the delivery of legal services and teaches students to design and author practice systems. Provides students with the fundamental design and authoring skills needed (1) to build practice systems to support their individual practice needs and (2) to be effective consumers of commercially available practice systems.	LAW 689	Computer-Based Practice System	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	This course is designed for students who are interested in a career in criminal law, and have taken the first-year criminal law course. While it would be helpful for students to have taken criminal trial practice first, it is not a prerequisite. The course curriculum covers many of the aspects of criminal trial practice beyond the basics of courtroom practice. Subjects to be covered include criminal discovery practice, grand jury practice, representation of clients pre-indictment, pretrial motion practice (motions to suppress, etc.), jury selection and jury instructions, affirmative defenses (insanity, alibi, self defense, etc.), use of experts in criminal cases and investigators and agents, organizing for trial, use of exhibits, bench and jury trial strategies as well as advocacy before judges versus juries, sentencing considerations, and post-trial motions to include perfecting an appeal, and appeals.	LAW 690	Criminal Trial Advocacy.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'3	Criminal procedure from the filing of charges through the appeals. Pretrial release and detention, the preliminary hearing, the grand jury, the charging instrument, joinder and severance, discovery, selected trial issues, plea bargaining, sentencing and appeals.	LAW 691	Criminal Procedure: Adjudication.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'3	Covers issues in regulating cyberspace (both nationally and internationally), privacy, ownership and access, and speech and content. Briefly reviews intellectual property issues online, primarily copyright.	LAW 692	Cyberlaw.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2-3	Examines the legal framework--both federal and state--for preparing for, responding to, and mitigating natural disasters. Considers the human contributions to &quot;natural&quot; disasters, including social vulnerability and the ways that existing legal structures exacerbate disaster risk. Confronts the difficulties of legislating in the face of uncertainty, developing fair compensation and insurance schemes, and rebuilding communities devastated by disaster.	LAW 693	Disaster Law.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	Learn about the practical issues involved in handling a divorce case. Study the process, the documents and the primary issues involved in divorce and custody cases. Students will have the opportunity to work with real cases through the Family Justice Center on Tuesday evenings from 5:00-9:00 p.m. Students do not need to be available every Tuesday or for the full range of hours.	LAW 694	Domestic Relations.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'0-3	Examines the theories and policies underlying anti-discrimination laws and the ever-shifting statutory, regulatory, and case law relating to the prevention of unlawful discrimination in the workplace. Focuses on existing anti-discrimination laws, as well as discussing the procedural process for prosecuting and defending discrimination claims.	LAW 697	Employment Discrimination Law.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'1-3	Students practice lawyering skills, either through simulations or in the field. An appendage to a doctrinal course; students in the lab must be enrolled concurrently in the related doctrinal course.	LAW 698 R	Skills Lab.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	U.S. and international religious liberty issues - principles, methodologies, international human rights. Analyzing religious liberties in countries around the world.	LAW 700	International Protection of Religious Freedom.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	U.S. and international religious liberty issues. Focuses on free exercise and establishment clauses of First Amendment.	LAW 702	Church and State in the United States.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'3	Risks in real estate development and steps to take a real estate project to completion. Market conditions for the proposed use and site, planning/zoning issues and resolutions, financing, site-related legal issues.	LAW 703	Real Estate Development.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2-3	Overview of the powers to regulate immigration law; admission and removal of foreigners; refugee and asylum law; impact of business/employment-based immigration.	LAW 704	Immigration Law.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	The skill of interviewing, drafting, negotiating, and using time efficiently in the context of preparing a legal matter; carrying a case through all the stages of preparation and litigation.	LAW 705	Civil Trial Practice 1.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	The skills of interviewing, drafting, negotiating, and using time efficiently in the context of preparing a legal matter; carrying a case through all the stages of preparation and litigation.	LAW 706	Civil Trial Practice 2.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	An interdisciplinary introduction to the largest industry in the United States, the health care industry. Subjects to be covered include health care regulatory law (EMTALA, HIPAA, ERISA, Medicare, Medicaid), health care policy with emphasis on access to health care, and how to advocate for health care consumers.	LAW 707	Health Law and Policy.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	Initial constitutional formation and constituents power, separation of powers, judicial review, federalism, freedom of religion and speech, equal protection, privacy, etc.	LAW 708	Comparative Constitutional Law.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	Papers written on transnational and comparative topics during fall prepared for possible inclusion in law review.	LAW 710	Advanced Comparative Law 1.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	Examining the U.S. Supreme Court emphasizing participation in hands-on exercises. Student will draft one opinion on a case on which he or she sits.	LAW 713	Supreme Court.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	Theory and practice of dispute resolution, emphasizing alternatives to traditional litigation such as negotiation, mediation, and arbitration as well as &quot;hybrids.&quot;	LAW 715	Alternative Dispute Resolution.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2-3	Joseph Smith's ideas and experiences involving the law from 1805-1844. Projects related to the Joseph Smith Legal Papers. Topics: religious liberty, civil rights, disturbing the peace, copyright, civic virture, marriage, militias, treason, conspiracy, prisons, petitions, city charters, incorporation, property, debt, bankruptcy, freedom of the press, extradition, writs of habeas corpus, elections, abolition, slander, murder, and revelations and teachings of the prophet on civil and divine law.	LAW 717	Joseph Smith and Early American Law.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2-3	Developing international regimes and norms relating to protection of global environment, including climate change, preservation of wildlife, and biodiversity; freshwater resources and Law of the Sea.	LAW 719	International Environmental Law.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	Basic research in American legal tradition and personalized training in writing legal documents in English for non-U.S. attorneys in the LLM program.	LAW 720	Legal Research and Writing.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	Basic principles of litigation skills and trial advocacy, including opening statements, direct examination, admissibility of proof, objections, and closing statements.	LAW 722	Principles of Trial Advocacy.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'3	Fundamental communication and mediation skills. Simulated exercises and role playing. Participation in community mediation or small claims court.	LAW 724	Basic Mediation.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	Problem-based examination of planning strategies commonly used to accumulate, manage, and dispose of family wealth.	LAW 726	Basic Estate Planning.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'3	Introduction to Lanham Act and related common law doctrines designed to protect against consumer confusion and appropriation of commercial goodwill. In addition to the technical requirements for trademark eligibility, registration, and infringement, the constitutional and economic underpinnings of trademark protection will be considered and current trends toward the &quot;propertization&quot; of trademark law will be evaluated. Will also include material on the trademark treatment of Internet domain names, metatags, and links.	LAW 727	Trademark and Unfair Competition Law.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'3	Copyright's purpose, statutory structure, application in the courts, and role within intellectual property law and society. Topics include the subject matter requirements for copyright ability; the exclusive rights of copyright owners; duration, ownership, and transfer; copyright infringement litigation; contributory and vicarious liability; and fair use.	LAW 728	Copyright Law.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	Skills required to build a solo or small firm law practice. Topics include locating and equipping the law office, building a client base, managing time, fee management, specializing, managing administrative staff, ethical standards, and creating relationships with other participants in the legal system.	LAW 729	Solo and Small Firm Practice.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2-3	The role of the corporate counsel in setting the direction of the corporation, navigating complex internal relationships, and managing challenging external relationships with various corporate stakeholders.	LAW 730	Corporate Counsel.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'3	Overview course covering the basics of intellectual property (IP) law & trade secrets, patents, copyrights, and trademarks, as well as selected other state intellectual property rights.	LAW 731	Introduction to Intellectual Property.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2-3	This course is devoted to an exploration of the rights and obligations aliens have when they are within U.S. borders. Students will examine when and how these rights and obligations are complicated for individuals and communities by a lack of U.S. citizenship. For example, are noncitizens eligible for welfare benefits or public employment? Should lawful permanent residents be allowed to vote? Can lawfully admitted nonimmigrants become public school teachers, lawyers, or police officers? If noncitizens are here unlawfully, are they protected by employment law or have access to public education or to driver licenses? Can states and cities block their access to housing or jobs? More generally, we will consider whether the rights of noncitizens come from the U.S. Constitution or from statutes, and when they are best analyzed from a civil rights or a human rights perspective. We will also examine the citizen/non-citizen distinction in historical and comparative perspective, as part of the larger question of what it means to be &quot;foreign.&quot; These questions often implicate matters of race, gender, and class.	LAW 732	Immigrant Rights.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'3	The intersection of media and the law and impact upon the press. Prior restraint, reporter's privilege, access to court proceedings, libel, appropriation, and rights of privacy.	LAW 733	Media Law.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'3	The primary focus of this survey course is on interviewing, counseling, mediation, negotiation and persuasive fact analysis; skills deemed essential to the overall success of a lawyer.	LAW 734	Fundamental Lawyering Skills.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'3	This course will review a wide range of issues related to buying and selling companies, including transaction alternatives, tax roadblocks, the essential elements of the acquisition agreement and risk allocation strategies of the buyer and the seller. The course will address the differences between stock and asset acquisitions, and issues related to valuing a business, successor liability, and the attorney's role in representing the buyer or seller in an acquisition transaction.	LAW 736	Mergers and Acquisitions.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	A comprehensive review of the legal principles and practices involved in the administration of institutions of higher education in the United States.	LAW 737	Law of Higher Education.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2-3	Detailed examination of the Law of Armed Conflict (LOAC) and its application on the modern battlefield. Loosely based on a historical scenario which will help illustrate the principles, doctrines, and law that govern the use of force by a nation. Covers general principles applicable to armed conflict, followed by detailed study of specific law of armed conflict legal principles and provisions.	LAW 738	Law of Armed Conflict.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	Learn: (1) how legal drafting differs from other writing; (2) how to easily organize your documents; (3) how to address your audience convincingly; (4) how to use a simple technique to assure accurate interpretation of your documents in the future; (5) how to simply frame complex legal issues; and (6) how to write precisely. Learn the fundamental rules of drafting and analyze violations of those basic rules.	LAW 739	Legal Drafting.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'3	Communication and interdisciplinary theories and strategies needed for effective persuasive public speaking: speech study, audience analysis, outlining, documentation, organizational skills, word choice, and presentation.	LAW 740	Public Speaking for Lawyers.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2-3	Helps students begin to prepare for a career in legal academics. Students will work to identify areas of scholarly and teaching interest, develop a research agenda, prepare a scholarly article, present a job talk, and understand the academic hiring process.	LAW 741	Legal Scholarship.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'1-2	Students build on the basic skills they learned in Basic Mediation both in weekly meetings and in participating in actual mediations in small claims court and other venues.	LAW 742	Mediation Practicum.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'3	Persuasive writing techniques, organization, strategy-priority of arguments, handling a circuit split, policy arguments, standards of review, persuasion techniques, handling adverse authority, and effective counter argument.	LAW 743	Advanced Appellate Brief Writing.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'3	Focuses on the U.S. patent system and is designed for those with a significant interest in patent law and patent practice.	LAW 745	Patent Law.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	Examines the constitutional law that creates, defines, and limits the power of the American presidency. Emphasis given to the debates that preceded the drafting of Article II and accompanied the ratification of the Constitution, and the history of the exercise of presidential power. Special emphasis given to the administrations of Lincoln, the two Roosevelts, and the presidents since the emergence of the United States as the pre-eminent nation in the global community after World War II.	LAW 746	Presidential Power.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	Examines public speech from both theoretical and practical perspectives, and enables students to develop a skill-set heavily relied upon by attorneys from all practice backgrounds. Examines communication and interdisciplinary theories and mechanics/strategies needed for effective persuasive public speaking like speech study, audience analysis, outlining, documentation, organizational skills, word choice, and presentation. Every speech will focus on topics that are legally relevant.	LAW 747	Public Speaking for Lawyers.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	Examines law and policy with respect to sentencing of adult offenders in the United States. Looks at theories, structures and practices involved in sentencing and sentence decision-making. Interactive, discussion-oriented course including presentations from expert practitioners such as judges, prosecutors, defense counsel, and community leaders and advocates.	LAW 748	Sentencing.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2-3	An overview of the substantive issues and negotiation positions involved in licensing intellectual property rights through technology transfer, OEM, distribution, end user, joint venture, and related agreements. The class will emphasize developing client counseling skills and understanding both the legal arguments and the business context surrounding the most commonly negotiated provisions in licensing and IP agreements.	LAW 749	Technology Licensing.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2-3	Emphasizes practical skills over substantive knowledge, teaches the elements of contracts and how these elements work together. Learn how to translate what your client wants to accomplish into a clear and effective contract, and how to revise contracts with an eye to advocacy rather than stylistic preference. Work with various forms of existing agreements to craft contracts tailored to your client's needs. Prepare contracts and documents used by early stage companies.	LAW 750	Transactional Lawyering.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'3	Examines constitutional, statutory, and common law doctrines that govern the United States' conduct of foreign relations. Focuses on the allocation of foreign relations authority, both among the branches of the federal government and between the federal and state governments. Specific topics include the scope of the treaty power, the constitutionality of executive agreements, the judiciary's role in deciding foreign relations questions, and the domestic legal status of international law.	LAW 751	U.S. Foreign Relations Law.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2-3	Explores what white collar crime is, what separates it from traditional street crime, and surveys many of the classic types of white collar crime. Covers various types of fraud and white collar offenses including ponzi schemes, money laundering, cyber crimes, healthcare fraud, securities fraud, and public corruption. Reviews the major state and federal statutes which are used to prosecute these crimes as well as reviewing key principles in the investigation of white collar crime such as investigative guidelines. Examines how to accurately assess and determine mens rea in a white collar case.	LAW 753	White Collar Crime.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	Work with the juvenile justice system and learn the aspects of restorative justice. Discuss the impact youth crime has on victims, offenders, families and communities. This skills-based class teaches both basic and advanced techniques for mediation, specially focusing on parent/teen and victim/offender mediation. Completion of the course will give you 28 training hours toward court qualification for mediation in the State of Utah. There is a highly recommended and OPTIONAL 1-credit, 50-hour externship. See Law 599R, Youth in Mediation Externship.	LAW 754	Youth in Mediation.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	Learn about the dynamics involved within abusive families and how those dynamics play out in court. Learn how domestic violence is treated in each context that might be brought to court: criminal actions, protective and restraining orders, personal injury cases, custody and divorce actions and within the juvenile court system. Students will have the opportunity to work with real cases through the Family Justice center on Tuesday evenings from 5:00-9:00 p.m. Students do not need to be available every Tuesday or for the full range of hours.	LAW 757	Domestic Violence Intervention.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'2	Learn how to handle legal issues common to the elderly: estate planning and medical directives; consumer fraud; public benefits such as Medicaid, Medicare, social security; nursing homes; property issues; and elder abuse. Students will meet with elderly clients on a weekly basis at local senior citizen centers. Students will have the opportunity to draft simple wills, medical directives, and deeds in behalf of actual clients.	LAW 758	Elder Law.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'3	Students participate in simulated exercises to review and draft legislation, to prepare legislative findings and &quot;records&quot; to support draft legislation and to prepare oral presentations of their work.	LAW 786	Government and Legislative Representation.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'3	Students participate in simulated exercises on transactional matters which are commonly addressed through local community/economic development and redevelopment efforts. Students will have the opportunity to role play advising clients.	LAW 787	Community and Economic Development Representation.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'1-4	Live-client interactions under the supervision of seasoned practitioners. Emphasis on the development of professional skills, including legal research and writing, counseling, interviewing, negotiation, mediation, and problem solving.	LAW 788 R	Law School Clinic.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'1-2		LAW 790 R	Directed Research.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'1-2		LAW 791 R	Directed Readings.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'1		LAW 792 R	Cocurricular Programs.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'1-2		LAW 793 R	Cocurricular-- Special Assignments.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'1-18		LAW 795 R	Law School Seminar.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'1-18		LAW 796 R	Law School Seminar.	
	law-school-j-reuben-clark		Law School, J. Reuben Clark	'1-6		LAW 798 R	LLM Thesis.	
	linguistics-and-english-language		Linguistics and English Language	'3	Topics vary.	ELANG 521 R	Studies in Language.	
	linguistics-and-english-language		Linguistics and English Language	'3		ELANG 521 R	English Spelling.	
	linguistics-and-english-language		Linguistics and English Language	'3	Theories and practices of governing entities as they formulate policies relating to the status and codification of the English language.	ELANG 522	Language Policy and Planning in English Language Contexts.	
	linguistics-and-english-language		Linguistics and English Language	'3	History and development of the book, including modern methods and practices.	ELANG 524	History of the Book.	
	linguistics-and-english-language		Linguistics and English Language	'3	Old English grammar and vocabulary; traditional syntactical patterns in various types of Old English prose and poetry.	ELANG 525	Old English 1.	
	linguistics-and-english-language		Linguistics and English Language	'3	Detailed study of the principal dialects of Middle English, as illustrated in the literature of the period.	ELANG 526	Middle English.	
	linguistics-and-english-language		Linguistics and English Language	'3	English language from about 1500 to 1800, with special emphasis on language of Shakespeare and the King James Bible.	ELANG 527	Early Modern English.	
	linguistics-and-english-language		Linguistics and English Language	'3	Regional and social variation in English, especially standard and nonstandard national and world Englishes, including English-based pidgins and creoles.	ELANG 528	Varieties of English.	
	linguistics-and-english-language		Linguistics and English Language	'3	English syntax through modern grammars; theories underlying those grammars.	ELANG 529	Structure of Modern English.	
	linguistics-and-english-language		Linguistics and English Language	'3	Literature from a language perspective; applying linguistic constructs to literary language; examining literary style; linguistic analysis of unfamiliar texts.	ELANG 535	Language and Literature.	
	linguistics-and-english-language		Linguistics and English Language	'3	Additional reading in Old English, emphasizing sound changes, dialects, and textual production.	ELANG 548	Old English 2.	
	linguistics-and-english-language		Linguistics and English Language	'3	Non-native English speaking students will develop research and writing techniques necessary for graduate-level writing.	LING 501	Advanced Research and Writing Techniques for Second Language Writers.	
	linguistics-and-english-language		Linguistics and English Language	'3	Documenting an unfamiliar language by interacting with a native speaker.	LING 542	Field Methods in Linguistics.	
	linguistics-and-english-language		Linguistics and English Language	'3	How the mind interprets, stores, retrieves, and produces language. Anatomical structures and physiological processes of the brain dealing with language.	LING 545	Psycholinguistics.	
	linguistics-and-english-language		Linguistics and English Language	'3	Research and theory on the effect of language on society and society on language use.	LING 550	Sociolinguistics.	
	linguistics-and-english-language		Linguistics and English Language	'3	Language in culture and society: development, typology, and description.	LING 551	Anthropological Linguistics.	
	linguistics-and-english-language		Linguistics and English Language	'3	Learning theory and method of language change via comparing daughter languages and reconstructing ancestral languages. Language universals and typology.	LING 558	Historical-Comparative Linguistics.	
	linguistics-and-english-language		Linguistics and English Language	'1-3	Advanced research in language acquisition, sociolinguistics, psycholinguistics, linguistics field study, applied linguistics.	LING 580 R	Problems in Linguistics and Applied Linguistics.	
	linguistics-and-english-language		Linguistics and English Language	'3	Intensive overview of natural language processing, including computational techniques, hands-on experience with linguistic technologies and corpora, language modeling approaches, and readings from current research.	LING 581	Natural Language Processing.	
	linguistics-and-english-language		Linguistics and English Language	'1-3	Individual study of current linguistic literature. Occasional discussion sessions with instructor and other class members.	LING 590 R	Readings in Linguistics.	
	linguistics-and-english-language		Linguistics and English Language	'1-9	On-the-job experience under faculty supervision, with department approval.	LING 599 R	Academic Internship: Linguistics.	
	linguistics-and-english-language		Linguistics and English Language	'3	Principles of phonetics and phonology emphasizing analytical procedures and applications to real world language problems.	LING 601	Linguistic Foundations: Sounds of Language.	
	linguistics-and-english-language		Linguistics and English Language	'3	Principles of morphology and syntax emphasizing analytical procedures and applications to real world language problems.	LING 602	Linguistic Foundations: Structures of Language.	
	linguistics-and-english-language		Linguistics and English Language	'3	Principles of semantics and pragmatics emphasizing analytical procedures and applications to real world language problems.	LING 603	Linguistic Foundations: Meanings in Language.	
	linguistics-and-english-language		Linguistics and English Language	'3	Overview of, and experience in, research approaches and methodologies in linguistics and applied linguistics with a concentration on department faculty research interests.	LING 604	Research Design in Linguistics.	
	linguistics-and-english-language		Linguistics and English Language	'3	Foundation course surveying concepts, procedures, and techniques in second/foreign language teaching methodology and materials selection. Includes observing ESL classes in various contexts.	LING 610	TESOL Methods and Materials Overview.	
	linguistics-and-english-language		Linguistics and English Language	'3	Practical application of language teaching methods and materials, including materials development and selection and technology for use in a mentored teaching practicum.	LING 611	TESOL Methods and Materials Application.	
	linguistics-and-english-language		Linguistics and English Language	'3	Sustained and supervised practice teaching at the English Language Center.	LING 612	TESOL Practicum.	
	linguistics-and-english-language		Linguistics and English Language	'3	Nondeclarative approaches to language description; work within the connectionist or neural net framework; analogical or exemplar modeling.	LING 615	Analogical Modeling of Language.	
	linguistics-and-english-language		Linguistics and English Language	'3	Analyzing and interpreting published research for language teachers, writing a review of literature, recognizing various research approaches and assessing their appropriateness, and designing empirical research that is both valid and reliable.	LING 620	Research in TESOL.	
	linguistics-and-english-language		Linguistics and English Language	'3	Examining English grammar and usage as they reflect different theories about language description and applying this knowledge in the ESL/EFL classroom.	LING 631	Grammar Theory and Pedagogy.	
	linguistics-and-english-language		Linguistics and English Language	'3	First- and second-language acquisition viewed in light of psycholinguistics and sociolinguistics.	LING 640	Language Acquisition.	
	linguistics-and-english-language		Linguistics and English Language	'3	Study of sound systems of natural languages using current methods and theories.	LING 651	Advanced Phonology.	
	linguistics-and-english-language		Linguistics and English Language	'3	Morphological theory and applications including the lexicon, inflectional and derivational processes, compounding, valency, lexical conceptual and argument structure, morphophonology and morphosyntax, learnability, and modeling.	LING 652	Advanced Morphology.	
	linguistics-and-english-language		Linguistics and English Language	'3	Theory of generative grammar, emphasizing its history, the competition between different versions of generative theory, and their recent extensions.	LING 653	Advanced Syntax.	
	linguistics-and-english-language		Linguistics and English Language	'3	Semantic theory and applications including quantification, modality, aspect, presupposition, contexts, focus, polarity, and pragmatics.	LING 654	Advanced Semantics.	
	linguistics-and-english-language		Linguistics and English Language	'3	Learning what culture is and how it functions in society.  Practicing techniques and creating materials for teaching culture in ESL/EFL and foreign language classrooms.	LING 655	Culture Teaching.	
	linguistics-and-english-language		Linguistics and English Language	'3	Construction, analysis, use, and interpretation of language tests.	LING 660	Language Testing.	
	linguistics-and-english-language		Linguistics and English Language	'3	Processes involved in reading, writing, and vocabulary acquisition, emphasizing how these skills are developed in a second/foreign language.	LING 670	TESOL Teaching Skills: Reading, Writing, & Vocabulary.	
	linguistics-and-english-language		Linguistics and English Language	'3	Processes involved in listening and speaking in a second language. Application of phonetic and phonemic study of American English pronunciation will be included.	LING 671	TESOL Teaching Skills: Listening, Speaking, and Pronunciation.	
	linguistics-and-english-language		Linguistics and English Language	'2-3	Advanced language-teaching methodology and its classroom application.	LING 677	Curriculum Development.	
	linguistics-and-english-language		Linguistics and English Language	'2-3	Principles and procedures for designing, developing, and evaluating professional-quality language teaching/learning materials for various types: textbooks, software, audiovisual aids, etc.	LING 678	Advanced Materials Development.	
	linguistics-and-english-language		Linguistics and English Language	'2-3	Actual fieldwork in TESOL settings involving supervision, in-service training, and program administration.	LING 679	TESOL Supervision-Administration Practicum.	
	linguistics-and-english-language		Linguistics and English Language	'0.5-9	Supervised field experience involving English language teaching, testing, or materials development in an approved domestic or international setting.	LING 688 R	Academic Internship: TESOL.	
	linguistics-and-english-language		Linguistics and English Language	'1	Integrating TESOL theory and practice; final preparation for TESOL career paths; refining and publicly presenting and defending thesis or project results.	LING 695	TESOL Seminar.	
	linguistics-and-english-language		Linguistics and English Language	'1-3	Design, production, and evaluation of MA project in Linguistics or TESOL. May involve various media: paper/print, computer software, audio recordings, or video recordings. Supervised by graduate advisory committee chair.	LING 698 R	Master's Project.	
	linguistics-and-english-language		Linguistics and English Language	'1-9		LING 699 R	Master's Thesis.	
	mathematics		Mathematics	'1.5	Introduction for science, math, and statistics majors to careers in industry. Project planning, oral and written business presentations, business accounting, and technology readiness.	MATH 500	(Math-Chem-C S-Geol-MthEd-Phscs-Stat) Business Career Essentials in Science and Math.	
	mathematics		Mathematics	'3	Numerical matrix algebra, orthogonalization and least squares methods, unsymmetric and symmetric eigenvalue problems, iterative methods, advanced solvers for partial differential equations.	MATH 510	Numerical Methods for Linear Algebra.	
	mathematics		Mathematics	'3	Finite difference and finite volume methods for partial differential equations. Stability, consistency, and convergence theory.	MATH 511	Numerical Methods for Partial Differential Equations.	
	mathematics		Mathematics	'3		MATH 513 R	Advanced Topics in Applied Mathematics.	
	mathematics		Mathematics	'3	Possible topics include variational, integral, and partial differential equations; spectral and transform methods; nonlinear waves; Green's functions; scaling and asymptotic analysis; perturbation theory; continuum mechanics.	MATH 521	Methods of Applied Mathematics 1.	
	mathematics		Mathematics	'3	Possible topics include variational, integral, and partial differential equations; spectral and transform methods; nonlinear waves; Green's functions; scaling and asymptotic analysis; perturbation theory; continuum mechanics.	MATH 522	Methods of Applied Mathematics 2.	
	mathematics		Mathematics	'3	Introduction to theory of complex analysis at beginning graduate level. Topics: Cauchy integral equations, Riemann surfaces, Picard's theorem, etc.	MATH 532	Complex Analysis.	
	mathematics		Mathematics	'3	Discrete dynamical systems; iterations of maps on the line and the plane; bifurcation theory; chaos, Julia sets, and fractals. Computational experimentation.	MATH 534	Introduction to Dynamical Systems 1.	
	mathematics		Mathematics	'3	Normed vector spaces and linear maps between them.	MATH 540	Linear Analysis.	
	mathematics		Mathematics	'3	Rigorous treatment of differentiation and integration theory; Lebesque measure; Banach spaces.	MATH 541	Real Analysis.	
	mathematics		Mathematics	'3	Foundations of the modern theory of probability with applications.  Probability spaces, random variables, independence, conditioning, expectation, generating functions, and Markov chains.	MATH 543	Advanced Probability 1.	
	mathematics		Mathematics	'3	Advanced concepts in modern probability. Convergence theorems and laws of large numbers. Stationary processes and ergodic theorems. Martingales. Diffusion processes and stochastic integration.	MATH 544	Advanced Probability 2.	
	mathematics		Mathematics	'3	Methods of analysis for hyperbolic, elliptic, and parabolic equations, including characteristic manifolds, distributions, Green's functions, maximum principles and Fourier analysis.	MATH 547	Partial Differential Equations 1.	
	mathematics		Mathematics	'3	Naive set theory, topological spaces, product spaces, subspaces, continuous functions, connectedness, compactness, countability, separation axioms, metrization, complete metric spaces, function spaces, and Baire spaces.	MATH 553	Foundations of Topology 1.	
	mathematics		Mathematics	'3	Fundamental group, retractions and fixed points, homotopy types, separation theorems, classification of surfaces, Seifert-van Kampen Theorem, classification of covering spaces, and applications to group theory.	MATH 554	Foundations of Topology 2.	
	mathematics		Mathematics	'3	Basic definitions and theorems on affine, projective, and quasi-projective varieties.	MATH 561	Introduction to Algebraic Geometry 1.	
	mathematics		Mathematics	'3	A rigorous treatment of the theory of differential geometry.	MATH 565	Differential Geometry.	
	mathematics		Mathematics	'3	Special classes of matrices, canonical forms, matrix and vector norms, localization of eigenvalues, matrix functions, applications.	MATH 570	Matrix Analysis.	
	mathematics		Mathematics	'3	Group theory, ring theory.	MATH 571	Algebra 1.	
	mathematics		Mathematics	'3	Modules, vector spaces, field theory, Galois theory.	MATH 572	Algebra 2.	
